State,County,City,ZIP Code,Estimated Population,Zone ID,Zone Target Pop,Status,Showcase Business Name,Showcase Street,Showcase City,Showcase State,Showcase Zip
AK,Anchorage,Anchorage,99501,17603,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99502,24168,ANC-A,709930,Taken,,,,,
AK,Anchorage,Anchorage,99503,14563,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99504,40914,ANC-A,709930,Available,,,,,
AK,Anchorage,Jber,99505,6174,ANC-A,709930,Available,,,,,
AK,Anchorage,Jber,99506,7749,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99507,37850,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99508,35857,ANC-A,709930,Available,,,,,
AK,North Slope,Anchorage,99510,353,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99513,0,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99515,22441,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99516,20095,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99517,16645,ANC-A,709930,Available,,,,,
AK,Anchorage,Anchorage,99518,10225,ANC-A,709930,Available,,,,,
AK,North Slope,Anchorage,99519,1316,ANC-A,709930,Available,,,,,
AK,Anchorage,Indian,99540,320,ANC-A,709930,Available,,,,,
AK,Aleutians West,Adak,99546,326,ANC-A,709930,Available,,,,,
AK,Aleutians West,Atka,99547,61,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Chignik Lake,99548,73,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Port Heiden,99549,102,ANC-A,709930,Available,,,,,
AK,Kodiak Island,Port Lions,99550,197,ANC-A,709930,Available,,,,,
AK,Bethel,Akiachak,99551,627,ANC-A,709930,Available,,,,,
AK,Bethel,Akiak,99552,346,ANC-A,709930,Available,,,,,
AK,Aleutians East,Akutan,99553,1027,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Alakanuk,99554,677,ANC-A,709930,Available,,,,,
AK,Dillingham,Aleknagik,99555,221,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Anchor Point,99556,2510,ANC-A,709930,Available,,,,,
AK,Bethel,Aniak,99557,726,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Anvik,99558,85,ANC-A,709930,Available,,,,,
AK,Bethel,Bethel,99559,7632,ANC-A,709930,Available,,,,,
AK,Bethel,Chefornak,99561,418,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Chevak,99563,938,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Chignik,99564,91,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Chignik Lagoon,99565,78,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Chitina,99566,192,ANC-A,709930,Available,,,,,
AK,Anchorage,Chugiak,99567,9211,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Clam Gulch,99568,279,ANC-A,709930,Available,,,,,
AK,Dillingham,Clarks Point,99569,64,ANC-A,709930,Available,,,,,
AK,Aleutians East,Cold Bay,99571,160,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Cooper Landing,99572,296,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Copper Center,99573,1115,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Cordova,99574,2348,ANC-A,709930,Available,,,,,
AK,Bethel,Crooked Creek,99575,105,ANC-A,709930,Available,,,,,
AK,Dillingham,Dillingham,99576,2603,ANC-A,709930,Available,,,,,
AK,Anchorage,Eagle River,99577,25771,ANC-A,709930,Available,,,,,
AK,Bethel,Eek,99578,296,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Egegik,99579,109,ANC-A,709930,Available,,,,,
AK,Dillingham,Ekwok,99580,115,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Emmonak,99581,762,ANC-A,709930,Available,,,,,
AK,Aleutians East,False Pass,99583,35,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Marshall,99585,417,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Gakona,99586,605,ANC-A,709930,Available,,,,,
AK,Anchorage,Girdwood,99587,2250,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Glennallen,99588,980,ANC-A,709930,Available,,,,,
AK,Bethel,Goodnews Bay,99589,243,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Grayling,99590,194,ANC-A,709930,Available,,,,,
AK,Aleutians West,Saint George Island,99591,102,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Holy Cross,99602,178,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Homer,99603,9840,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Hooper Bay,99604,1093,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Hope,99605,211,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Iliamna,99606,469,ANC-A,709930,Available,,,,,
AK,Bethel,Kalskag,99607,216,ANC-A,709930,Available,,,,,
AK,Bethel,Kasigluk,99609,569,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Kasilof,99610,2167,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Kenai,99611,15122,ANC-A,709930,Available,,,,,
AK,Aleutians East,King Cove,99612,938,ANC-A,709930,Available,,,,,
AK,Bristol Bay,King Salmon,99613,434,ANC-A,709930,Available,,,,,
AK,Bethel,Kipnuk,99614,639,ANC-A,709930,Available,,,,,
AK,Kodiak Island,Kodiak,99615,12899,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Kotlik,99620,577,ANC-A,709930,Available,,,,,
AK,Bethel,Kwethluk,99621,723,ANC-A,709930,Available,,,,,
AK,Bethel,Kwigillingok,99622,321,ANC-A,709930,Available,,,,,
AK,Kodiak Island,Larsen Bay,99624,90,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Levelock,99625,72,ANC-A,709930,Available,,,,,
AK,Bethel,Lower Kalskag,99626,282,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Mc Grath,99627,406,ANC-A,709930,Available,,,,,
AK,Dillingham,Manokotak,99628,443,ANC-A,709930,Available,,,,,
AK,Bethel,Mekoryuk,99630,191,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Moose Pass,99631,228,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Mountain Village,99632,813,ANC-A,709930,Available,,,,,
AK,Bristol Bay,Naknek,99633,544,ANC-A,709930,Available,,,,,
AK,Bethel,Napakiak,99634,354,ANC-A,709930,Available,,,,,
AK,Dillingham,New Stuyahok,99636,510,ANC-A,709930,Available,,,,,
AK,Bethel,Toksook Bay,99637,590,ANC-A,709930,Available,,,,,
AK,Aleutians West,Nikolski,99638,18,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Ninilchik,99639,1131,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Nondalton,99640,174,ANC-A,709930,Available,,,,,
AK,Bethel,Nunapitchuk,99641,496,ANC-A,709930,Available,,,,,
AK,Kodiak Island,Old Harbor,99643,218,ANC-A,709930,Available,,,,,
AK,Kodiak Island,Ouzinkie,99644,175,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Palmer,99645,25176,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Pedro Bay,99647,44,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Perryville,99648,113,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Pilot Point,99649,80,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Pilot Station,99650,568,ANC-A,709930,Available,,,,,
AK,Bethel,Platinum,99651,61,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Big Lake,99652,3703,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Port Alsworth,99653,159,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Wasilla,99654,52168,ANC-A,709930,Available,,,,,
AK,Bethel,Quinhagak,99655,669,ANC-A,709930,Available,,,,,
AK,Bethel,Red Devil,99656,25,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Russian Mission,99657,329,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Saint Marys,99658,616,ANC-A,709930,Available,,,,,
AK,Nome,Saint Michael,99659,401,ANC-A,709930,Available,,,,,
AK,Aleutians West,Saint Paul Island,99660,479,ANC-A,709930,Available,,,,,
AK,Aleutians East,Sand Point,99661,978,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Scammon Bay,99662,480,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Seldovia,99663,414,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Seward,99664,4932,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Shageluk,99665,83,ANC-A,709930,Available,,,,,
AK,Wade Hampton,Nunam Iqua,99666,189,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Skwentna,99667,65,ANC-A,709930,Available,,,,,
AK,Bethel,Sleetmute,99668,86,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Soldotna,99669,14191,ANC-A,709930,Available,,,,,
AK,Bristol Bay,South Naknek,99670,79,ANC-A,709930,Available,,,,,
AK,Nome,Stebbins,99671,556,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Sterling,99672,3704,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Sutton,99674,1444,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Talkeetna,99676,1546,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Tatitlek,99677,88,ANC-A,709930,Available,,,,,
AK,Dillingham,Togiak,99678,891,ANC-A,709930,Available,,,,,
AK,Bethel,Tuluksak,99679,373,ANC-A,709930,Available,,,,,
AK,Bethel,Tuntutuliak,99680,408,ANC-A,709930,Available,,,,,
AK,Bethel,Tununak,99681,325,ANC-A,709930,Available,,,,,
AK,Kenai Peninsula,Tyonek,99682,373,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Trapper Creek,99683,524,ANC-A,709930,Available,,,,,
AK,Nome,Unalakleet,99684,688,ANC-A,709930,Available,,,,,
AK,Aleutians West,Unalaska,99685,4224,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Valdez,99686,4005,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Willow,99688,2759,ANC-A,709930,Available,,,,,
AK,Yakutat,Yakutat,99689,662,ANC-A,709930,Available,,,,,
AK,Bethel,Nightmute,99690,280,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Nikolai,99691,95,ANC-A,709930,Available,,,,,
AK,Aleutians West,Dutch Harbor,99692,152,ANC-A,709930,Available,,,,,
AK,Valdez-Cordova,Whittier,99693,248,ANC-A,709930,Available,,,,,
AK,Matanuska-Susitna,Houston,99694,1512,ANC-A,709930,Available,,,,,
AK,Lake and Peninsula,Anchorage,99695,7,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Fairbanks,99701,19019,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Eielson Afb,99702,2647,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Fort Wainwright,99703,7065,ANC-A,709930,Available,,,,,
AK,Denali,Clear,99704,24,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,North Pole,99705,22544,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Fairbanks,99706,13,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Fairbanks,99709,29830,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Fairbanks,99712,13866,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Salcha,99714,1385,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Allakaket,99720,208,ANC-A,709930,Available,,,,,
AK,North Slope,Anaktuvuk Pass,99721,324,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Arctic Village,99722,152,ANC-A,709930,Available,,,,,
AK,North Slope,Barrow,99723,4213,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Beaver,99724,84,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Bettles Field,99726,30,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Buckland,99727,416,ANC-A,709930,Available,,,,,
AK,Denali,Cantwell,99729,231,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Central,99730,144,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Chicken,99732,10,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Circle,99733,104,ANC-A,709930,Available,,,,,
AK,North Slope,Prudhoe Bay,99734,845,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Deering,99736,122,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Delta Junction,99737,5011,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Eagle,99738,187,ANC-A,709930,Available,,,,,
AK,Nome,Elim,99739,330,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Fort Yukon,99740,585,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Galena,99741,470,ANC-A,709930,Available,,,,,
AK,Nome,Gambell,99742,681,ANC-A,709930,Available,,,,,
AK,Denali,Healy,99743,1069,ANC-A,709930,Available,,,,,
AK,Denali,Anderson,99744,226,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Hughes,99745,78,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Huslia,99746,277,ANC-A,709930,Available,,,,,
AK,North Slope,Kaktovik,99747,239,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Kaltag,99748,190,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Kiana,99749,363,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Kivalina,99750,374,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Kobuk,99751,151,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Kotzebue,99752,3553,ANC-A,709930,Available,,,,,
AK,Nome,Koyuk,99753,332,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Koyukuk,99754,96,ANC-A,709930,Available,,,,,
AK,Denali,Denali National Park,99755,217,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Manley Hot Springs,99756,119,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Lake Minchumina,99757,17,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Minto,99758,210,ANC-A,709930,Available,,,,,
AK,North Slope,Point Lay,99759,189,ANC-A,709930,Available,,,,,
AK,Denali,Nenana,99760,785,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Noatak,99761,514,ANC-A,709930,Available,,,,,
AK,Nome,Nome,99762,4038,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Noorvik,99763,668,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Northway,99764,290,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Nulato,99765,264,ANC-A,709930,Available,,,,,
AK,North Slope,Point Hope,99766,678,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Rampart,99767,24,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Ruby,99768,175,ANC-A,709930,Available,,,,,
AK,Nome,Savoonga,99769,671,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Selawik,99770,841,ANC-A,709930,Available,,,,,
AK,Nome,Shaktoolik,99771,251,ANC-A,709930,Available,,,,,
AK,Nome,Shishmaref,99772,567,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Shungnak,99773,262,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Stevens Village,99774,78,ANC-A,709930,Available,,,,,
AK,Fairbanks North Star,Fairbanks,99775,1251,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Tanacross,99776,124,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Tanana,99777,246,ANC-A,709930,Available,,,,,
AK,Nome,Teller,99778,254,ANC-A,709930,Available,,,,,
AK,Southeast Fairbanks,Tok,99780,1535,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Venetie,99781,167,ANC-A,709930,Available,,,,,
AK,North Slope,Wainwright,99782,556,ANC-A,709930,Available,,,,,
AK,Nome,Wales,99783,145,ANC-A,709930,Available,,,,,
AK,Nome,White Mountain,99784,190,ANC-A,709930,Available,,,,,
AK,Nome,Brevig Mission,99785,388,ANC-A,709930,Available,,,,,
AK,Northwest Arctic,Ambler,99786,259,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Chalkyitsik,99788,69,ANC-A,709930,Available,,,,,
AK,North Slope,Nuiqsut,99789,402,ANC-A,709930,Available,,,,,
AK,Yukon-Koyukuk,Fairbanks,99790,20,ANC-A,709930,Available,,,,,
AK,North Slope,Atqasuk,99791,237,ANC-A,709930,Available,,,,,
AK,Juneau,Juneau,99801,29164,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Angoon,99820,479,ANC-A,709930,Available,,,,,
AK,Juneau,Douglas,99824,2111,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Elfin Cove,99825,120,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Gustavus,99826,442,ANC-A,709930,Available,,,,,
AK,Haines,Haines,99827,2602,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Hoonah,99829,777,ANC-A,709930,Available,,,,,
AK,Petersburg,Kake,99830,561,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Pelican,99832,104,ANC-A,709930,Available,,,,,
AK,Petersburg,Petersburg,99833,3202,ANC-A,709930,Available,,,,,
AK,Sitka,Sitka,99835,8880,ANC-A,709930,Available,,,,,
AK,Petersburg,Port Alexander,99836,52,ANC-A,709930,Available,,,,,
AK,Skagway,Skagway,99840,968,ANC-A,709930,Available,,,,,
AK,Hoonah-Angoon,Tenakee Springs,99841,133,ANC-A,709930,Available,,,,,
AK,Ketchikan Gateway,Ketchikan,99901,13508,ANC-A,709930,Available,,,,,
AK,Wrangell,Meyers Chuck,99903,31,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Coffman Cove,99918,231,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Thorne Bay,99919,531,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Craig,99921,1920,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Hydaburg,99922,384,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Hyder,99923,87,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Klawock,99925,819,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Metlakatla,99926,1460,ANC-A,709930,Available,,,,,
AK,Prince of Wales-Hyder,Point Baker,99927,94,ANC-A,709930,Available,,,,,
AK,Wrangell,Wrangell,99929,2338,ANC-A,709930,Available,,,,,
AL,St. Clair,Moody,35004,10427,BIR-A,955917,Available,,,,,
AL,Jefferson,Adamsville,35005,7942,BIR-B,955917,Available,,,,,
AL,Jefferson,Adger,35006,3121,BIR-B,955917,Available,,,,,
AL,Shelby,Alabaster,35007,26225,BIR-A,955917,Available,,,,,
AL,Tallapoosa,Alexander City,35010,20816,MOB-A,955917,Available,,,,,
AL,Blount,Allgood,35013,124,BIR-A,955917,Available,,,,,
AL,Talladega,Alpine,35014,4546,BIR-A,955917,Available,,,,,
AL,Marshall,Arab,35016,16778,HUN-A,955917,Available,,,,,
AL,Cullman,Baileyton,35019,2117,BIR-A,955917,Available,,,,,
AL,Jefferson,Bessemer,35020,27139,BIR-B,955917,Available,,,,,
AL,Jefferson,Bessemer,35022,18888,BIR-B,955917,Available,,,,,
AL,Jefferson,Bessemer,35023,25436,BIR-B,955917,Available,,,,,
AL,Blount,Blountsville,35031,7933,BIR-A,955917,Available,,,,,
AL,Talladega,Bon Air,35032,66,BIR-A,955917,Available,,,,,
AL,Cullman,Bremen,35033,3403,BIR-A,955917,Available,,,,,
AL,Bibb,Brent,35034,5541,BIR-A,955917,Available,,,,,
AL,Bibb,Brierfield,35035,1581,BIR-A,955917,Available,,,,,
AL,Jefferson,Brookside,35036,297,BIR-B,955917,Available,,,,,
AL,Shelby,Calera,35040,14965,BIR-A,955917,Available,,,,,
AL,Bibb,Centreville,35042,5831,BIR-A,955917,Available,,,,,
AL,Shelby,Chelsea,35043,9234,BIR-A,955917,Available,,,,,
AL,Talladega,Childersburg,35044,7713,BIR-A,955917,Available,,,,,
AL,Chilton,Clanton,35045,14870,BIR-A,955917,Available,,,,,
AL,Chilton,Clanton,35046,5108,BIR-A,955917,Available,,,,,
AL,Blount,Cleveland,35049,3996,BIR-A,955917,Available,,,,,
AL,Shelby,Columbiana,35051,8787,BIR-A,955917,Available,,,,,
AL,St. Clair,Cook Springs,35052,277,BIR-A,955917,Available,,,,,
AL,Cullman,Crane Hill,35053,2617,BIR-A,955917,Available,,,,,
AL,St. Clair,Cropwell,35054,4101,BIR-A,955917,Available,,,,,
AL,Cullman,Cullman,35055,19427,BIR-A,955917,Available,,,,,
AL,Cullman,Cullman,35057,12630,BIR-A,955917,Available,,,,,
AL,Cullman,Cullman,35058,9936,BIR-A,955917,Available,,,,,
AL,Jefferson,Docena,35060,414,BIR-B,955917,Available,,,,,
AL,Jefferson,Dolomite,35061,1465,BIR-B,955917,Available,,,,,
AL,Jefferson,Dora,35062,7944,BIR-B,955917,Available,,,,,
AL,Walker,Empire,35063,3866,BIR-B,955917,Available,,,,,
AL,Jefferson,Fairfield,35064,11458,BIR-B,955917,Available,,,,,
AL,Jefferson,Fultondale,35068,7232,BIR-B,955917,Available,,,,,
AL,Cullman,Garden City,35070,265,BIR-A,955917,Available,,,,,
AL,Jefferson,Gardendale,35071,15661,BIR-B,955917,Available,,,,,
AL,Coosa,Goodwater,35072,5193,BIR-A,955917,Available,,,,,
AL,Jefferson,Graysville,35073,2382,BIR-B,955917,Available,,,,,
AL,Bibb,Green Pond,35074,93,BIR-A,955917,Available,,,,,
AL,Cullman,Hanceville,35077,13142,BIR-A,955917,Available,,,,,
AL,Shelby,Harpersville,35078,2082,BIR-A,955917,Available,,,,,
AL,Blount,Hayden,35079,8810,BIR-A,955917,Available,,,,,
AL,Shelby,Helena,35080,15881,BIR-A,955917,Available,,,,,
AL,Clay,Hollins,35082,7,MON-A,955917,Available,,,,,
AL,Cullman,Holly Pond,35083,3268,BIR-A,955917,Available,,,,,
AL,Chilton,Jemison,35085,8933,BIR-A,955917,Available,,,,,
AL,Cullman,Joppa,35087,2115,BIR-A,955917,Available,,,,,
AL,Coosa,Kellyton,35089,2238,BIR-A,955917,Available,,,,,
AL,Jefferson,Kimberly,35091,2719,BIR-B,955917,Available,,,,,
AL,Shelby,Leeds,35094,14212,BIR-A,955917,Available,,,,,
AL,Talladega,Lincoln,35096,7815,BIR-A,955917,Available,,,,,
AL,Blount,Locust Fork,35097,1748,BIR-A,955917,Available,,,,,
AL,Cullman,Logan,35098,1375,BIR-A,955917,Available,,,,,
AL,Tuscaloosa,Mc Calla,35111,16140,BIR-B,955917,Available,,,,,
AL,St. Clair,Margaret,35112,801,BIR-A,955917,Available,,,,,
AL,Shelby,Alabaster,35114,7172,BIR-A,955917,Available,,,,,
AL,Shelby,Montevallo,35115,14118,BIR-A,955917,Available,,,,,
AL,Jefferson,Morris,35116,4240,BIR-B,955917,Available,,,,,
AL,Jefferson,Mount Olive,35117,5367,BIR-B,955917,Available,,,,,
AL,Jefferson,Mulga,35118,3138,BIR-B,955917,Available,,,,,
AL,Jefferson,New Castle,35119,116,BIR-B,955917,Available,,,,,
AL,St. Clair,Odenville,35120,13842,BIR-A,955917,Available,,,,,
AL,Blount,Oneonta,35121,15570,BIR-A,955917,Available,,,,,
AL,Shelby,Pelham,35124,23020,BIR-A,955917,Available,,,,,
AL,St. Clair,Pell City,35125,10456,BIR-A,955917,Available,,,,,
AL,Jefferson,Pinson,35126,21725,BIR-B,955917,Available,,,,,
AL,Jefferson,Pleasant Grove,35127,10099,BIR-B,955917,Available,,,,,
AL,St. Clair,Pell City,35128,10197,BIR-A,955917,Available,,,,,
AL,Walker,Quinton,35130,3233,BIR-B,955917,Available,,,,,
AL,St. Clair,Ragland,35131,4159,BIR-A,955917,Available,,,,,
AL,Blount,Remlap,35133,3907,BIR-A,955917,Available,,,,,
AL,St. Clair,Riverside,35135,1812,BIR-A,955917,Available,,,,,
AL,Coosa,Rockford,35136,1796,BIR-A,955917,Available,,,,,
AL,Jefferson,Sayre,35139,150,BIR-B,955917,Available,,,,,
AL,Shelby,Shelby,35143,3281,BIR-A,955917,Available,,,,,
AL,St. Clair,Springville,35146,10948,BIR-A,955917,Available,,,,,
AL,Shelby,Sterrett,35147,5468,BIR-A,955917,Available,,,,,
AL,Walker,Sumiton,35148,2702,BIR-B,955917,Available,,,,,
AL,Talladega,Sycamore,35149,630,BIR-A,955917,Available,,,,,
AL,Talladega,Sylacauga,35150,18472,BIR-A,955917,Available,,,,,
AL,Talladega,Sylacauga,35151,7632,BIR-A,955917,Available,,,,,
AL,Talladega,Talladega,35160,26822,BIR-A,955917,Available,,,,,
AL,Chilton,Thorsby,35171,3281,BIR-A,955917,Available,,,,,
AL,Blount,Trafford,35172,2986,BIR-A,955917,Available,,,,,
AL,Jefferson,Trussville,35173,25176,BIR-B,955917,Available,,,,,
AL,Marshall,Union Grove,35175,5041,HUN-A,955917,Available,,,,,
AL,Shelby,Vandiver,35176,921,BIR-A,955917,Available,,,,,
AL,Shelby,Vincent,35178,3378,BIR-A,955917,Available,,,,,
AL,Cullman,Vinemont,35179,8958,BIR-A,955917,Available,,,,,
AL,Jefferson,Warrior,35180,13794,BIR-B,955917,Available,,,,,
AL,Coosa,Weogufka,35183,706,BIR-A,955917,Available,,,,,
AL,Bibb,West Blocton,35184,5841,BIR-A,955917,Available,,,,,
AL,Shelby,Wilsonville,35186,4931,BIR-A,955917,Available,,,,,
AL,Shelby,Wilton,35187,32,BIR-A,955917,Available,,,,,
AL,Bibb,Woodstock,35188,2715,BIR-A,955917,Available,,,,,
AL,Jefferson,Birmingham,35203,3798,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35204,10337,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35205,19686,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35206,17177,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35207,9010,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35208,14855,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35209,29544,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35210,13952,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35211,26236,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35212,11539,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35213,13185,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35214,19592,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35215,46951,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35216,36408,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35217,13729,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35218,7353,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35221,4834,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35222,7884,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35223,11043,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35224,6094,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35226,31471,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35228,10419,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35229,940,BIR-B,955917,Available,,,,,
