State,County,City,ZIP Code,Estimated Population,Zone ID,Zone Target Pop,Status,Showcase Business Name,Showcase Street,Showcase City,Showcase State,Showcase Zip
CA,Los Angeles,La Crescenta,91214,30356,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Agoura Hills,91301,25488,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Calabasas,91302,25709,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Canoga Park,91303,26855,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Canoga Park,91304,50231,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Winnetka,91306,45061,GLE-A,1006742,Available,,,,,
CA,Los Angeles,West Hills,91307,24474,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Chatsworth,91311,36557,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Encino,91316,26898,GLE-A,1006742,Available,,,,,
CA,Ventura,Newbury Park,91320,44274,OXN-A,1006742,Available,,,,,
CA,Los Angeles,Newhall,91321,34882,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Northridge,91324,27669,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Northridge,91325,32417,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Porter Ranch,91326,33708,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Northridge,91330,2702,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Pacoima,91331,103689,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Reseda,91335,74363,GLE-A,1006742,Available,,,,,
CA,Los Angeles,San Fernando,91340,34188,GLE-A,1006742,Available,,,,,
CA,Los Angeles,Sylmar,91342,91725,VAN-A,1006742,Available,,,,,
CA,Los Angeles,North Hills,91343,60254,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Granada Hills,91344,51747,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Mission Hills,91345,18496,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Santa Clarita,91350,33348,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Canyon Country,91351,32362,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Sun Valley,91352,47807,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Valencia,91354,28722,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Valencia,91355,32605,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Tarzana,91356,29458,VAN-A,1006742,Available,,,,,
CA,Ventura,Thousand Oaks,91360,42402,OXN-A,1006742,Available,,,,,
CA,Ventura,Westlake Village,91361,20438,OXN-A,1006742,Available,,,,,
CA,Ventura,Thousand Oaks,91362,36045,OXN-A,1006742,Available,,,,,
CA,Los Angeles,Woodland Hills,91364,25851,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Woodland Hills,91367,39499,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Woodland Hills,91371,1,VAN-A,1006742,Available,,,,,
CA,Ventura,Oak Park,91377,13811,OXN-A,1006742,Available,,,,,
CA,Los Angeles,Stevenson Ranch,91381,20158,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Castaic,91384,29855,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Canyon Country,91387,40328,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Santa Clarita,91390,19786,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Van Nuys,91401,39285,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Panorama City,91402,69817,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Sherman Oaks,91403,23484,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Van Nuys,91405,51145,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Van Nuys,91406,51558,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Van Nuys,91411,24628,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Sherman Oaks,91423,30991,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Encino,91436,14372,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Burbank,91501,20849,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Burbank,91502,11371,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Burbank,91504,24939,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Burbank,91505,30778,VAN-A,1006742,Available,,,,,
CA,Los Angeles,Burbank,91506,18904,VAN-A,1006742,Available,,,,,
CA,Los Angeles,North Hollywood,91601,37180,NOR-A,1006742,Available,,,,,
CA,Los Angeles,North Hollywood,91602,17473,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Studio City,91604,29034,NOR-A,1006742,Available,,,,,
CA,Los Angeles,North Hollywood,91605,56343,NOR-A,1006742,Available,,,,,
CA,Los Angeles,North Hollywood,91606,44958,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Valley Village,91607,27927,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Universal City,91608,0,NOR-A,1006742,Available,,,,,
CA,San Bernardino,Rancho Cucamonga,91701,38976,ONT-A,1006742,Available,,,,,
CA,Los Angeles,Azusa,91702,59705,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Baldwin Park,91706,76571,NOR-A,1006742,Available,,,,,
CA,San Bernardino,Chino,91708,3369,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Chino Hills,91709,74796,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Chino,91710,80358,ONT-A,1006742,Available,,,,,
CA,Los Angeles,Claremont,91711,35705,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Covina,91722,34409,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Covina,91723,18275,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Covina,91724,26184,NOR-A,1006742,Available,,,,,
CA,San Bernardino,Rancho Cucamonga,91730,66925,ONT-A,1006742,Available,,,,,
CA,Los Angeles,El Monte,91731,29591,NOR-A,1006742,Available,,,,,
CA,Los Angeles,El Monte,91732,61386,NOR-A,1006742,Available,,,,,
CA,Los Angeles,South El Monte,91733,43896,NOR-A,1006742,Available,,,,,
CA,San Bernardino,Rancho Cucamonga,91737,24740,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Rancho Cucamonga,91739,34794,ONT-A,1006742,Available,,,,,
CA,Los Angeles,Glendora,91740,25356,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Glendora,91741,25824,NOR-A,1006742,Available,,,,,
CA,Los Angeles,La Puente,91744,85040,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Hacienda Heights,91745,54013,NOR-A,1006742,Available,,,,,
CA,Los Angeles,La Puente,91746,30485,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Rowland Heights,91748,45406,NOR-A,1006742,Available,,,,,
CA,Los Angeles,La Verne,91750,33249,NOR-A,1006742,Available,,,,,
CA,Riverside,Mira Loma,91752,30047,RIV-A,1006742,Available,,,,,
CA,Los Angeles,Monterey Park,91754,32742,NOR-A,1006742,Available,,,,,
CA,Los Angeles,Monterey Park,91755,27496,NOR-A,1006742,Available,,,,,
CA,San Bernardino,Mt Baldy,91759,476,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Ontario,91761,56913,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Ontario,91762,55857,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Montclair,91763,36375,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Ontario,91764,54086,ONT-A,1006742,Available,,,,,
CA,Los Angeles,Diamond Bar,91765,46457,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Pomona,91766,71599,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Pomona,91767,48068,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Pomona,91768,34537,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Rosemead,91770,62097,LAN-A,1006742,Available,,,,,
CA,Los Angeles,San Dimas,91773,33119,LAN-A,1006742,Available,,,,,
CA,Los Angeles,San Gabriel,91775,23988,LAN-A,1006742,Available,,,,,
CA,Los Angeles,San Gabriel,91776,38475,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Temple City,91780,34332,LAN-A,1006742,Available,,,,,
CA,San Bernardino,Upland,91784,25938,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Upland,91786,51165,ONT-A,1006742,Available,,,,,
CA,Los Angeles,Walnut,91789,43079,LAN-A,1006742,Available,,,,,
CA,Los Angeles,West Covina,91790,44907,LAN-A,1006742,Available,,,,,
CA,Los Angeles,West Covina,91791,32414,LAN-A,1006742,Available,,,,,
CA,Los Angeles,West Covina,91792,30854,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Alhambra,91801,52735,LAN-A,1006742,Available,,,,,
CA,Los Angeles,Alhambra,91803,30322,LAN-A,1006742,Available,,,,,
CA,San Diego,Alpine,91901,17403,CHU-A,1006742,Available,,,,,
CA,San Diego,Bonita,91902,17653,CHU-A,1006742,Available,,,,,
CA,San Diego,Boulevard,91905,1700,CHU-A,1006742,Available,,,,,
CA,San Diego,Campo,91906,3627,CHU-A,1006742,Available,,,,,
CA,San Diego,Chula Vista,91910,75802,CHU-A,1006742,Available,,,,,
CA,San Diego,Chula Vista,91911,82999,CHU-A,1006742,Available,,,,,
CA,San Diego,Chula Vista,91913,40971,CHU-A,1006742,Available,,,,,
CA,San Diego,Chula Vista,91914,15448,CHU-A,1006742,Available,,,,,
CA,San Diego,Chula Vista,91915,24659,CHU-A,1006742,Available,,,,,
CA,San Diego,Descanso,91916,1622,CHU-A,1006742,Available,,,,,
CA,San Diego,Dulzura,91917,992,CHU-A,1006742,Available,,,,,
CA,San Diego,Guatay,91931,592,CHU-A,1006742,Available,,,,,
CA,San Diego,Imperial Beach,91932,25718,CHU-A,1006742,Available,,,,,
CA,San Diego,Jacumba,91934,737,CHU-A,1006742,Available,,,,,
CA,San Diego,Jamul,91935,8624,CHU-A,1006742,Available,,,,,
CA,San Diego,La Mesa,91941,31779,CHU-A,1006742,Available,,,,,
CA,San Diego,La Mesa,91942,38069,CHU-A,1006742,Available,,,,,
CA,San Diego,Lemon Grove,91945,25460,CHU-A,1006742,Available,,,,,
CA,San Diego,Mount Laguna,91948,78,CHU-A,1006742,Available,,,,,
CA,San Diego,National City,91950,60322,CHU-A,1006742,Available,,,,,
CA,San Diego,Pine Valley,91962,1646,CHU-A,1006742,Available,,,,,
CA,San Diego,Potrero,91963,1118,CHU-A,1006742,Available,,,,,
CA,San Diego,Spring Valley,91977,58368,CHU-A,1006742,Available,,,,,
CA,San Diego,Spring Valley,91978,8896,CHU-A,1006742,Available,,,,,
CA,San Diego,Tecate,91980,165,CHU-A,1006742,Available,,,,,
CA,San Diego,Bonsall,92003,4746,CHU-A,1006742,Available,,,,,
CA,San Diego,Borrego Springs,92004,3881,CHU-A,1006742,Available,,,,,
CA,San Diego,Cardiff By The Sea,92007,10429,CHU-A,1006742,Available,,,,,
CA,San Diego,Carlsbad,92008,27649,CHU-A,1006742,Available,,,,,
CA,San Diego,Carlsbad,92009,40747,CHU-A,1006742,Available,,,,,
CA,San Diego,Carlsbad,92010,14382,CHU-A,1006742,Available,,,,,
CA,San Diego,Carlsbad,92011,22405,CHU-A,1006742,Available,,,,,
CA,San Diego,Del Mar,92014,13154,CHU-A,1006742,Available,,,,,
CA,San Diego,El Cajon,92019,42598,CHU-A,1006742,Available,,,,,
CA,San Diego,El Cajon,92020,57767,CHU-A,1006742,Available,,,,,
CA,San Diego,El Cajon,92021,65068,CHU-A,1006742,Available,,,,,
CA,San Diego,Encinitas,92024,49121,CHU-A,1006742,Available,,,,,
CA,San Diego,Escondido,92025,49978,CHU-A,1006742,Available,,,,,
CA,San Diego,Escondido,92026,48922,CHU-A,1006742,Available,,,,,
CA,San Diego,Escondido,92027,53881,SAN-A,1006742,Available,,,,,
CA,San Diego,Fallbrook,92028,46239,SAN-A,1006742,Available,,,,,
CA,San Diego,Escondido,92029,19021,SAN-A,1006742,Available,,,,,
CA,San Diego,Julian,92036,3440,SAN-A,1006742,Available,,,,,
CA,San Diego,La Jolla,92037,46781,SAN-A,1006742,Available,,,,,
CA,San Diego,Lakeside,92040,41281,SAN-A,1006742,Available,,,,,
CA,San Diego,Oceanside,92054,40375,SAN-A,1006742,Available,,,,,
CA,San Diego,Camp Pendleton,92055,15655,SAN-A,1006742,Available,,,,,
CA,San Diego,Oceanside,92056,51835,SAN-A,1006742,Available,,,,,
CA,San Diego,Oceanside,92057,54096,SAN-A,1006742,Available,,,,,
CA,San Diego,Oceanside,92058,42436,SAN-A,1006742,Available,,,,,
CA,San Diego,Pala,92059,1618,SAN-A,1006742,Available,,,,,
CA,San Diego,Palomar Mountain,92060,218,SAN-A,1006742,Available,,,,,
CA,San Diego,Pauma Valley,92061,2499,SAN-A,1006742,Available,,,,,
CA,San Diego,Poway,92064,47904,SAN-A,1006742,Available,,,,,
CA,San Diego,Ramona,92065,35414,SAN-A,1006742,Available,,,,,
CA,San Diego,Ranchita,92066,378,SAN-A,1006742,Available,,,,,
CA,San Diego,Rancho Santa Fe,92067,9535,SAN-A,1006742,Available,,,,,
CA,San Diego,San Marcos,92069,46369,SAN-A,1006742,Available,,,,,
CA,San Diego,Santa Ysabel,92070,1245,SAN-A,1006742,Available,,,,,
CA,San Diego,Santee,92071,53422,SAN-A,1006742,Available,,,,,
CA,San Diego,Solana Beach,92075,12056,SAN-A,1006742,Available,,,,,
CA,San Diego,San Marcos,92078,42906,SAN-A,1006742,Available,,,,,
CA,San Diego,Vista,92081,27404,SAN-A,1006742,Available,,,,,
CA,San Diego,Valley Center,92082,19037,SAN-A,1006742,Available,,,,,
CA,San Diego,Vista,92083,36975,SAN-A,1006742,Available,,,,,
CA,San Diego,Vista,92084,47654,SAN-A,1006742,Available,,,,,
CA,San Diego,Warner Springs,92086,1573,SAN-A,1006742,Available,,,,,
CA,San Diego,Rancho Santa Fe,92091,1048,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92101,37095,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92102,43267,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92103,31066,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92104,44414,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92105,69813,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92106,19330,SAN-A,1006742,Available,,,,,
CA,San Diego,San Diego,92107,28651,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92108,18858,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92109,45787,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92110,25341,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92111,45096,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92113,56066,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92114,65433,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92115,58560,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92116,31680,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92117,51332,SAN-B,1006742,Available,,,,,
CA,San Diego,Coronado,92118,23575,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92119,23057,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92120,26317,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92121,4179,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92122,43728,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92123,26823,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92124,30443,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92126,73343,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92127,39337,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92128,47490,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92129,51536,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92130,48940,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92131,32787,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92132,0,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92134,198,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92135,571,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92139,35125,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92140,3435,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92145,1449,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92147,559,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92154,79708,SAN-B,1006742,Available,,,,,
CA,San Diego,San Diego,92155,550,SAN-B,1006742,Available,,,,,
CA,San Diego,San Ysidro,92173,29429,SAN-B,1006742,Available,,,,,
CA,Riverside,Indio,92201,61827,RIV-A,1006742,Available,,,,,
CA,Riverside,Indio,92203,25605,RIV-A,1006742,Available,,,,,
CA,Riverside,Indian Wells,92210,4677,RIV-A,1006742,Available,,,,,
CA,Riverside,Palm Desert,92211,24294,RIV-A,1006742,Available,,,,,
CA,Riverside,Banning,92220,31638,RIV-A,1006742,Available,,,,,
CA,Imperial,Bard,92222,45,OXN-A,1006742,Available,,,,,
CA,Riverside,Beaumont,92223,43605,RIV-A,1006742,Available,,,,,
CA,Riverside,Blythe,92225,24310,RIV-A,1006742,Available,,,,,
CA,Imperial,Brawley,92227,26234,OXN-A,1006742,Available,,,,,
CA,Riverside,Cabazon,92230,2550,RIV-A,1006742,Available,,,,,
CA,Imperial,Calexico,92231,39073,OXN-A,1006742,Available,,,,,
CA,Imperial,Calipatria,92233,8099,OXN-A,1006742,Available,,,,,
CA,Riverside,Cathedral City,92234,51151,RIV-A,1006742,Available,,,,,
CA,Riverside,Coachella,92236,41083,RIV-A,1006742,Available,,,,,
CA,Riverside,Desert Center,92239,223,RIV-A,1006742,Available,,,,,
CA,Riverside,Desert Hot Springs,92240,34722,RIV-A,1006742,Available,,,,,
CA,Riverside,Desert Hot Springs,92241,8803,RIV-A,1006742,Available,,,,,
CA,San Bernardino,Earp,92242,1539,ONT-A,1006742,Available,,,,,
CA,Imperial,El Centro,92243,48030,OXN-A,1006742,Available,,,,,
CA,Imperial,Heber,92249,7334,OXN-A,1006742,Available,,,,,
CA,Imperial,Holtville,92250,8285,OXN-A,1006742,Available,,,,,
CA,Imperial,Imperial,92251,21583,OXN-A,1006742,Available,,,,,
CA,San Bernardino,Joshua Tree,92252,9647,ONT-A,1006742,Available,,,,,
CA,Riverside,La Quinta,92253,37262,RIV-A,1006742,Available,,,,,
CA,Riverside,Mecca,92254,12768,RIV-A,1006742,Available,,,,,
CA,San Bernardino,Morongo Valley,92256,3588,ONT-A,1006742,Available,,,,,
CA,Imperial,Niland,92257,2326,OXN-A,1006742,Available,,,,,
CA,Riverside,North Palm Springs,92258,861,RIV-A,1006742,Available,,,,,
CA,Imperial,Ocotillo,92259,390,OXN-A,1006742,Available,,,,,
CA,Riverside,Palm Desert,92260,31753,RIV-A,1006742,Available,,,,,
CA,Riverside,Palm Springs,92262,26179,RIV-A,1006742,Available,,,,,
CA,Riverside,Palm Springs,92264,19383,RIV-A,1006742,Available,,,,,
CA,Imperial,Palo Verde,92266,234,OXN-A,1006742,Available,,,,,
CA,San Bernardino,Parker Dam,92267,126,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Pioneertown,92268,574,ONT-A,1006742,Available,,,,,
CA,Riverside,Rancho Mirage,92270,17220,RIV-A,1006742,Available,,,,,
CA,Imperial,Seeley,92273,1823,OXN-A,1006742,Available,,,,,
CA,Riverside,Thermal,92274,19801,RIV-A,1006742,Available,,,,,
CA,Imperial,Salton City,92275,1506,OXN-A,1006742,Available,,,,,
CA,Riverside,Thousand Palms,92276,7585,RIV-A,1006742,Available,,,,,
CA,San Bernardino,Twentynine Palms,92277,23911,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Twentynine Palms,92278,3846,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Vidal,92280,14,ONT-A,1006742,Available,,,,,
CA,Imperial,Westmorland,92281,2432,OXN-A,1006742,Available,,,,,
CA,Riverside,Whitewater,92282,1239,RIV-A,1006742,Available,,,,,
CA,Imperial,Winterhaven,92283,3158,OXN-A,1006742,Available,,,,,
CA,San Bernardino,Yucca Valley,92284,25095,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Landers,92285,2632,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Adelanto,92301,32725,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Amboy,92304,17,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Angelus Oaks,92305,535,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Apple Valley,92307,37630,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Apple Valley,92308,39837,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Baker,92309,763,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Fort Irwin,92310,8845,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Barstow,92311,31894,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Grand Terrace,92313,12025,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Big Bear City,92314,10162,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Big Bear Lake,92315,5094,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Bloomington,92316,30830,ONT-A,1006742,Available,,,,,
CA,Riverside,Calimesa,92320,7788,RIV-A,1006742,Available,,,,,
CA,San Bernardino,Cedar Glen,92321,1522,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Cedarpines Park,92322,1257,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Colton,92324,56505,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Crestline,92325,9391,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Daggett,92327,632,ONT-A,1006742,Available,,,,,
CA,Inyo,Death Valley,92328,445,SAN-C,1006742,Available,,,,,
CA,San Bernardino,Essex,92332,65,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Fawnskin,92333,472,ONT-A,1006742,Available,,,,,
CA,San Bernardino,Fontana,92335,95397,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Fontana,92336,88419,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Fontana,92337,37849,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Ludlow,92338,12,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Forest Falls,92339,885,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Green Valley Lake,92341,410,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Helendale,92342,6379,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Hesperia,92344,20769,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Hesperia,92345,78715,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Highland,92346,54923,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Hinkley,92347,1692,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Lake Arrowhead,92352,8004,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Loma Linda,92354,21559,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Lucerne Valley,92356,6455,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Lytle Creek,92358,707,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Mentone,92359,8103,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Needles,92363,5321,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Nipton,92364,90,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Newberry Springs,92365,2637,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Oro Grande,92368,1113,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Phelan,92371,16763,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Pinon Hills,92372,6220,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Redlands,92373,33423,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Redlands,92374,40267,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Rialto,92376,81516,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Rialto,92377,19989,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Rimforest,92378,183,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Running Springs,92382,5268,SAN-D,1006742,Available,,,,,
CA,Inyo,Shoshone,92384,36,SAN-C,1006742,Available,,,,,
CA,San Bernardino,Skyforest,92385,313,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Sugarloaf,92386,2270,SAN-D,1006742,Available,,,,,
CA,Inyo,Tecopa,92389,156,SAN-C,1006742,Available,,,,,
CA,San Bernardino,Twin Peaks,92391,2534,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Victorville,92392,54858,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Victorville,92394,33237,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Victorville,92395,42400,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Wrightwood,92397,4894,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Yermo,92398,1379,SAN-D,1006742,Available,,,,,
CA,San Bernardino,Yucaipa,92399,52606,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92401,1932,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92404,58271,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92405,28873,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92407,56689,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92408,15271,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92410,49410,SAN-D,1006742,Available,,,,,
CA,San Bernardino,San Bernardino,92411,26214,SAN-D,1006742,Available,,,,,
CA,Riverside,Riverside,92501,20970,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92503,84519,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92504,53778,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92505,47672,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92506,44001,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92507,58002,RIV-A,1006742,Available,,,,,
CA,Riverside,Riverside,92508,35000,RIV-A,1006742,Available,,,,,
CA,Riverside,Jurupa Valley,92509,75196,RIV-A,1006742,Available,,,,,
CA,Riverside,March Air Reserve Base,92518,1162,RIV-A,1006742,Available,,,,,
CA,Riverside,Lake Elsinore,92530,50216,RIV-A,1006742,Available,,,,,
CA,Riverside,Lake Elsinore,92532,18644,RIV-A,1006742,Available,,,,,
CA,Riverside,Aguanga,92536,3810,RIV-A,1006742,Available,,,,,
CA,Riverside,Anza,92539,4734,RIV-A,1006742,Available,,,,,
CA,Riverside,Hemet,92543,33555,COR-A,1006742,Available,,,,,
CA,Riverside,Hemet,92544,44734,COR-A,1006742,Available,,,,,
CA,Riverside,Hemet,92545,39457,COR-A,1006742,Available,,,,,
CA,Riverside,Homeland,92548,6643,COR-A,1006742,Available,,,,,
CA,Riverside,Idyllwild,92549,3926,COR-A,1006742,Available,,,,,
CA,Riverside,Moreno Valley,92551,30815,COR-A,1006742,Available,,,,,
CA,Riverside,Moreno Valley,92553,73722,COR-A,1006742,Available,,,,,
CA,Riverside,Moreno Valley,92555,39076,COR-A,1006742,Available,,,,,
CA,Riverside,Moreno Valley,92557,50320,COR-A,1006742,Available,,,,,
CA,Riverside,Mountain Center,92561,1661,COR-A,1006742,Available,,,,,
CA,Riverside,Murrieta,92562,62079,COR-A,1006742,Available,,,,,
CA,Riverside,Murrieta,92563,53892,COR-A,1006742,Available,,,,,
CA,Riverside,Nuevo,92567,9459,COR-A,1006742,Available,,,,,
CA,Riverside,Perris,92570,53697,COR-A,1006742,Available,,,,,
CA,Riverside,Perris,92571,52516,COR-A,1006742,Available,,,,,
